0.04300354	0.026574163	0.025672747	0.0072113816	0.04183521	0.026092542	-0.012182458	0.011757594
-0.08065121	0.015528588	0.03306045	0.0461088	0.007990733	-0.05001626	0.019789303	0.016368069
-0.025540017	-0.021122565	-0.071120955	0.0760311	-0.036602303	-0.14305727	-0.12672596	0.035328805
-0.024807267	0.020240042	-0.11551967	-0.017159006	0.04308727	0.12895747	-0.062485214	-0.052726265
-0.00040841178	-0.06777649	0.122390516	0.010466738	0.06853065	0.07981491	-0.025585951	0.020316374
-0.06354332	-0.02356065	0.06499398	0.050243776	0.06554282	0.012571106	-0.026103884	-0.050900463
-0.02934723	-0.027933033	-0.100549094	0.0708768	0.054928485	0.008189765	-0.08817685	-0.012506978
0.017304437	-0.057523407	0.025251068	0.117549144	0.12569442	-0.005357441	-0.07153037	0.00659641
-0.0012446335	0.06717797	0.063646615	-0.090162724	-0.05944389	0.07160203	-0.019126017	0.06586827
-0.034231015	-0.03630909	-0.052460995	-0.148651	-0.010647076	-0.041529045	0.00044195497	0.103657156
0.030665766	-0.03538326	-0.04945439	0.007533776	-0.029944902	0.0036105018	-0.060523737	0.1146374
-0.09537959	0.03649725	0.03200717	0.002329825	0.09943999	0.0075955293	0.14241953	0.13369776
0.003416688	0.016422465	-0.01978534	0.029428657	0.032811526	-0.089384116	-0.108426355	-0.059019532
0.0089052245	0.063306995	0.015202632	-0.032256916	-0.015987754	-0.02932356	0.00273395	-0.08842987
-0.038144547	0.14436415	-0.07474617	0.0057970015	-0.107734434	0.054789785	-0.052737024	0.10160321
-0.039920554	-0.040075727	-0.018521039	0.065791644	-0.022724552	0.060960278	0.14083607	-0.06479765
0.06129604	0.012413999	-0.048108403	0.04435243	0.080320895	-0.059315525	-0.095549196	0.037123706
-0.109997	-0.044602737	-0.048484217	-0.038193367	0.1056017	-0.053385824	0.06692965	-0.117424875
0.0938652	-0.0062629934	0.06815542	0.048598003	0.03010252	0.07374944	-0.08126172	0.034988593
-0.044181217	-0.10470572	0.016166141	-0.057123132	-0.18255605	0.03509056	0.08615634	0.017972201
-0.009016858	0.019849643	-0.10052747	-0.17528455	0.09748451	0.062161367	-0.066328816	-0.003644659
0.073652245	0.1866483	0.121422976	0.10229274	0.015117926	-0.024086444	-0.051524647	-0.11276279
-0.064480536	-0.1918517	-0.121977985	-0.15763804	-0.10073301	-0.025360232	-0.035438847	0.057594575
0.0739012	-0.032436267	-0.16637842	0.09721118	-0.08663406	-0.0021876013	0.12208428	-0.038892124
-0.10623089	-0.078318775	0.0029386207	0.038110346	-0.119122334	-0.11655234	-0.028026452	-0.055373643
-0.06178183	0.080446154	-0.08789929	0.076722845	0.0878224	0.05537212	0.008462047	-0.12921405
0.12259396	-0.05184741	0.041764148	-0.008500399	-0.06304738	-0.029931324	0.08771368	0.09475282
0.02462332	0.11317414	0.16239323	-0.027016925	0.088006355	0.054199	-0.08393188	-0.03141208
0.03138741	0.040423486	0.046067674	-0.058216818	0.06769987	0.009353055	0.19020219	-0.009825375
-0.017090328	-0.009853377	-0.052277908	-0.026003968	0.0619124	0.025727123	-0.07464807	-0.061564185
0.0050888713	-0.0758219	0.035072856	0.14648013	-0.046286955	-0.17838043	0.05185277	0.051827803
0.04194184	0.071464285	0.19191957	-0.038870923	0.052178156	-0.034702145	0.012445765	-0.1210359
-0.055221017	0.04301624	-0.06930824	0.07108626	-0.023706347	-0.13887681	0.09616388	-0.016316425
0.022525253	0.03534508	0.16710022	-0.017561758	0.14201541	-0.05018557	-0.07685202	-0.08671275
-0.17233734	-0.07874207	-0.12834601	-0.057764664	-0.022578018	0.040149737	-0.03756843	0.10172587
-0.008166725	-0.13860933	-0.03161318	0.14919676	-0.0637908	-0.096434966	-0.1007288	-0.03949344
-0.08168565	0.005966242	0.03177677	-0.08284744	0.010656769	0.013478949	-0.113995634	0.07433578
-0.047601923	-0.05105727	-0.038139347	-0.049752835	-0.16939169	0.01728914	-0.0003889174	-0.10924297
0.046674997	0.020961195	0.06346746	0.035403334	-0.10056016	-0.056107953	0.12337205	-0.058810733
0.08845226	-0.07838082	0.15425524	0.038448058	0.08018273	-0.029529048	0.055664707	0.0014133971
0.03125022	-0.035558544	0.09928691	0.05806933	0.09265726	0.18094926	0.16478468	-0.14168307
0.07635466	-0.03751639	0.025283085	0.08445476	-0.022024175	-0.15891622	-0.010429191	-0.051693972
0.07562554	-0.003696309	0.016558016	-0.012344345	-0.059808332	-0.05121666	-0.14744474	0.075081766
-0.10288672	0.063603215	-0.042251732	0.053095043	-0.19914243	-0.014521438	-0.018357268	0.026862234
0.12324485	0.028133333	-0.038247164	-0.112428434	0.23342492	0.030209977	0.14473383	-0.072076716
0.051501	0.08346904	-0.04931567	0.055719122	-0.02691715	-0.13051085	0.020277571	-0.047406193
-0.034710716	-0.054632016	0.098393835	-0.016281536	-0.074001804	0.08720893	0.002707578	0.029248064
-0.096674554	0.059053954	-0.003953075	-0.03321695	0.054292127	-0.10719791	0.16037947	-0.11095082
-0.058746237	-0.026695056	-0.11863338	-0.020834805	-0.23093414	0.04517524	0.031759515	0.06626729
-0.29446113	-0.060657974	-0.15514238	-0.1372283	-0.0547171	-0.0023089002	-0.06305308	-0.05238506
-0.047399603	0.021751227	0.032501284	-0.055616327	0.09620391	-0.070413634	-0.15881257	0.14172226
0.09721487	-0.021941248	-0.038060226	0.06598645	-0.15467317	0.0026491068	-0.14064926	-0.13334732
-0.08789742	-0.02749111	-0.08933535	-0.14579427	0.04563956	-0.032302123	0.022186141	0.08728278
-0.018817298	0.07333951	0.017106919	0.04591638	-0.120189644	-0.07727377	-0.0904919	-0.06094916
0.045567736	0.12121899	0.10021772	-0.011782948	0.11502777	0.23676203	0.20510308	-0.11730292
-0.10145683	-0.051568814	0.039906956	-0.16387081	-0.013399218	-0.0742107	-0.094902806	0.036168173
-0.071541175	0.14129835	-0.007643195	0.0052066226	-0.015154223	0.006750266	-0.0723332	0.026380323
0.07471248	-0.18938178	0.17513111	0.110417865	0.033241704	0.08146153	0.18993329	-0.018631632
0.06953048	-0.048181318	-0.09363331	-0.033329416	-0.12164894	-0.045783672	-0.037475593	-0.12120325
